Generation,Fittest
11,222
12,222
13,222
14,222
15,222
16,191
17,191
18,167
19,167
20,167
21,167
22,167
23,158
24,158
25,158
26,158
27,158
28,158
29,158
30,158
31,158
32,158
33,158
34,158
35,157
36,157
37,157
38,157
39,157
40,157
41,157
42,157
43,157
44,157
45,157
46,157
47,157
48,157
49,156
50,156
51,156
52,156
53,156
54,156
55,156
56,156
57,156
58,156
59,156
60,156
61,156
62,156
63,156
64,156
65,156
66,156
67,156
68,156
69,156
70,156
71,156
72,156
73,156
74,156
75,156
76,156
77,156
78,156
79,156
80,156
81,156
82,156
83,156
84,131
85,131
86,131
87,131
88,131
89,131
90,131
91,131
92,131
93,131
94,131
95,131
96,131
97,131
98,131
99,131
100,131
101,131
102,131
103,131
104,131
105,131
106,131
107,131
108,131
109,131
110,131
111,131
112,131
113,131
114,131
115,131
116,131
117,131
118,131
119,131
120,131
121,109
122,109
123,109
124,109
125,109
126,109
127,109
128,109
129,109
130,109
131,109
132,109
133,109
134,109
135,109
136,109
137,109
138,109
139,109
140,109
141,109
142,109
143,109
144,109
145,109
146,109
147,109
148,109
149,109
1,699999841
2,699999679
3,399999633
4,228
5,176
6,167
7,167
8,167
9,159
10,127
11,127
12,127
13,127
14,127
15,127
16,127
17,127
18,127
19,127
20,127
21,127
22,127
23,127
24,127
25,127
26,127
27,127
28,127
29,127
30,127
31,127
32,127
33,127
34,127
35,127
36,127
37,127
38,127
39,127
40,127
41,127
42,127
43,127
44,127
45,127
46,127
47,127
48,127
49,127
50,127
51,127
52,127
53,127
54,127
55,127
56,127
57,127
58,127
59,127
60,127
61,127
62,127
63,127
64,127
65,127
66,127
67,127
68,127
69,127
70,127
71,127
72,127
73,127
74,127
75,127
76,127
77,127
78,127
79,127
80,127
81,127
82,127
83,127
84,127
85,127
86,127
87,127
88,127
89,127
90,127
91,127
92,127
93,127
94,127
95,127
96,127
97,127
98,127
99,127
100,127
101,127
102,127
103,127
104,127
105,127
106,127
107,127
108,127
109,127
110,127
111,127
112,127
113,127
114,127
115,127
116,127
117,127
118,127
119,127
120,127
121,127
122,127
123,127
124,127
125,127
126,127
127,127
128,127
129,127
130,127
131,127
132,127
133,127
134,127
135,127
136,127
137,127
138,127
139,127
140,127
141,127
142,127
143,127
144,127
145,116
146,116
147,116
148,116
149,116
1,699999431
2,699999431
3,499999608
4,499999410
5,499999410
6,272
7,238
8,238
9,209
10,209
11,209
12,209
13,209
14,209
15,209
16,188
17,188
18,187
19,187
20,161
21,146
22,146
23,146
24,146
25,146
26,146
27,146
28,146
29,146
30,146
31,146
32,146
33,146
34,146
35,146
36,146
37,146
38,146
39,146
40,146
41,146
42,146
43,146
44,146
45,146
46,146
47,146
48,146
49,146
50,146
51,146
52,146
53,146
54,146
55,146
56,146
57,146
58,146
59,146
60,146
61,146
62,146
63,146
64,146
65,146
66,146
67,146
68,126
69,126
70,126
71,126
72,126
73,126
74,126
75,126
76,126
77,126
78,126
79,126
80,126
81,126
82,126
83,126
84,126
85,126
86,126
87,126
88,126
89,126
90,126
91,126
92,126
93,126
94,126
95,126
96,126
97,126
98,126
99,126
100,126
101,126
102,126
103,126
104,126
105,126
106,126
107,126
108,126
109,126
110,126
111,126
112,126
113,126
114,126
115,126
116,126
117,126
118,126
119,126
120,126
121,126
122,126
123,126
124,126
125,126
126,126
127,126
128,126
129,126
130,126
131,126
132,126
133,126
134,126
135,126
136,126
137,126
138,126
139,126
140,126
141,126
142,126
143,126
144,126
145,126
146,126
147,126
148,126
149,126
1,699999903
2,699999414
3,708
4,708
5,240
6,240
7,240
8,223
9,223
10,190
11,190
12,179
13,179
14,179
15,179
16,179
17,179
18,179
19,179
20,176
21,176
22,176
23,176
24,176
25,176
26,176
27,176
28,176
29,176
30,174
31,174
32,174
33,174
34,174
35,166
36,166
37,166
38,156
39,156
40,156
41,156
42,156
43,156
44,156
45,154
46,154
47,154
48,154
49,154
50,154
51,154
52,154
53,154
54,154
55,154
56,154
57,154
58,154
59,154
60,154
61,154
62,154
63,154
64,154
65,154
66,154
67,154
68,154
69,154
70,154
71,154
72,154
73,154
74,154
75,154
76,154
77,154
78,154
79,154
80,154
81,154
82,154
83,154
84,154
85,154
86,154
87,154
88,154
89,154
90,154
91,154
92,154
93,154
94,154
95,154
96,154
97,154
98,154
99,154
100,154
101,154
102,154
103,154
104,154
105,154
106,154
107,127
108,127
109,127
110,127
111,127
112,127
113,127
114,127
115,127
116,127
117,127
118,127
119,127
120,127
121,127
122,127
123,127
124,127
125,127
126,127
127,127
128,127
129,127
130,127
131,127
132,127
133,127
134,127
135,127
136,127
137,127
138,127
139,127
140,127
141,127
142,127
143,127
144,127
145,127
146,127
147,127
148,127
149,127
1,799999384
2,499999640
3,499999640
4,304
5,304
6,222
7,222
8,222
9,222
10,222
11,222
12,222
13,222
14,179
15,179
16,179
17,179
18,170
19,170
20,170
21,170
22,170
23,165
24,165
25,165
26,165
27,165
28,165
29,165
30,165
31,165
32,165
33,165
34,165
35,165
36,165
37,165
38,165
39,165
40,165
41,165
42,165
43,165
44,121
45,121
46,121
47,121
48,121
49,121
50,121
51,121
52,121
53,121
54,121
55,121
56,121
57,121
58,121
59,121
60,121
61,121
62,121
63,121
64,121
65,121
66,121
67,121
68,121
69,121
70,121
71,121
72,121
73,121
74,121
75,121
76,121
77,121
78,121
79,121
80,121
81,121
82,121
83,121
84,121
85,121
86,121
87,121
88,121
89,121
90,121
91,121
92,121
93,121
94,121
95,121
96,121
97,121
98,121
99,121
100,121
101,121
102,121
103,121
104,121
105,121
106,121
107,121
108,121
109,121
110,121
111,121
112,121
113,121
114,121
115,121
116,121
117,121
118,121
119,121
120,121
121,121
122,121
123,121
124,121
125,121
126,121
127,121
128,121
129,121
130,121
131,121
132,121
133,121
134,121
135,121
136,121
137,121
138,121
139,121
140,121
141,121
142,121
143,121
144,121
145,121
146,121
147,121
148,121
149,121
1,699999610
2,699999610
3,649999883
4,270
5,270
6,250
7,250
8,249
9,244
10,193
11,179
12,179
13,179
14,179
15,179
16,179
17,179
18,178
19,167
20,167
21,159
22,159
23,159
24,159
25,159
26,159
27,159
28,156
29,156
30,156
31,156
32,156
33,156
34,156
35,156
36,156
37,156
38,156
39,156
40,156
41,156
42,156
43,156
44,156
45,156
46,156
47,156
48,149
49,149
50,149
51,149
52,149
53,149
54,149
55,149
56,149
57,149
58,149
59,149
60,149
61,149
62,149
63,149
64,149
65,149
66,149
67,149
68,149
69,149
70,149
71,149
72,149
73,149
74,142
75,142
76,142
77,142
78,142
79,142
80,142
81,142
82,142
83,142
84,129
85,129
86,129
87,129
88,129
89,129
90,129
91,129
92,129
93,129
94,129
95,129
96,129
97,129
98,129
99,129
100,129
101,129
102,129
103,129
104,129
105,129
106,129
107,129
108,129
109,129
110,129
111,129
112,129
113,128
114,128
115,128
116,128
117,128
118,128
119,127
120,127
121,127
122,127
123,127
124,127
125,127
126,127
127,127
128,127
129,127
130,127
131,127
132,127
133,127
134,127
135,127
136,127
137,127
138,127
139,127
140,127
141,127
142,127
143,127
144,127
145,127
146,127
147,127
148,127
149,127
1,499999640
2,499999640
3,499999640
4,499999640
5,499999640
6,499999640
7,499999640
8,499999640
9,499999640
10,499999640
11,499999640
12,499999640
13,499999640
14,499999640
15,499999640
16,499999640
17,499999640
18,499999640
19,499999640
20,224
21,224
22,224
23,224
24,224
25,224
26,224
27,224
28,224
29,224
30,224
31,224
32,224
33,224
34,224
35,191
36,191
37,191
38,191
39,181
40,155
41,155
42,155
43,155
44,155
45,155
46,155
47,155
48,155
49,155
50,155
51,155
52,155
53,155
54,155
55,155
56,155
57,155
58,155
59,155
60,155
61,155
62,155
63,155
64,155
65,155
66,155
67,155
68,155
69,155
70,155
71,155
72,155
73,155
74,155
75,155
76,155
77,155
78,155
79,155
80,155
81,155
82,155
83,155
84,155
85,155
86,155
87,127
88,127
89,127
90,127
91,127
92,127
93,127
94,127
95,127
96,127
97,127
98,127
99,127
100,127
101,127
102,127
103,127
104,127
105,127
106,127
107,127
108,127
109,127
110,127
111,127
112,127
113,127
114,127
115,127
116,127
117,127
118,127
119,127
120,127
121,127
122,127
123,127
124,127
125,127
126,127
127,127
128,127
129,127
130,127
131,127
132,127
133,127
134,127
135,127
136,127
137,127
138,127
139,127
140,127
141,116
142,116
143,116
144,116
145,116
146,116
147,116
148,116
149,116
1,799999392
2,649999855
3,396
4,394
5,246
6,194
7,194
8,194
9,194
10,194
11,190
12,190
13,190
14,178
15,178
16,158
17,147
18,147
19,147
20,147
21,147
22,147
23,147
24,147
25,147
26,147
27,147
28,147
29,147
30,147
31,147
32,147
33,147
34,147
35,147
36,147
37,140
38,140
39,140
40,140
41,140
42,140
43,140
44,140
45,140
46,140
47,140
48,140
49,140
50,140
51,140
52,140
53,140
54,140
55,140
56,140
57,140
58,140
59,140
60,140
61,140
62,140
63,140
64,140
65,140
66,140
67,140
68,134
69,134
70,134
71,134
72,134
73,134
74,134
75,134
76,134
77,134
78,134
79,134
80,134
81,134
82,134
83,134
84,134
85,134
86,134
87,134
88,134
89,134
90,134
91,134
92,134
93,134
94,134
95,134
96,134
97,134
98,134
99,134
100,134
101,134
102,134
103,134
104,134
105,134
106,134
107,134
108,134
109,134
110,134
111,134
112,134
113,134
114,134
115,134
116,134
117,134
118,134
119,134
120,134
121,134
122,134
123,134
124,134
125,134
126,134
127,134
128,134
129,134
130,134
131,134
132,134
133,134
134,134
135,134
136,134
137,134
138,134
139,134
140,134
141,134
142,134
143,134
144,134
145,134
146,134
147,134
148,134
149,134
1,799999401
2,699999903
3,699999881
4,399999726
5,399999656
6,270
7,243
8,243
9,241
10,205
11,205
12,205
13,189
14,166
15,166
16,166
17,166
18,166
19,166
20,166
21,166
22,166
23,166
24,147
25,147
26,147
27,147
28,147
29,147
30,147
31,147
32,147
33,147
34,147
35,147
36,147
37,147
38,147
39,147
40,147
41,147
42,147
43,147
44,147
45,147
46,147
47,147
48,147
49,147
50,147
51,147
52,147
53,147
54,147
55,147
56,147
57,147
58,147
59,147
60,147
61,147
62,147
63,147
64,147
65,147
66,147
67,147
68,147
69,147
70,147
71,147
72,147
73,147
74,147
75,147
76,147
77,147
78,147
79,147
80,147
81,147
82,147
83,147
84,147
85,147
86,147
87,147
88,147
89,147
90,147
91,147
92,147
93,147
94,147
95,147
96,147
97,147
98,140
99,140
100,140
101,140
102,140
103,140
104,140
105,140
106,140
107,140
108,140
109,140
110,140
111,140
112,140
113,140
114,140
115,140
116,140
117,140
118,140
119,140
120,140
121,132
122,132
123,132
124,132
125,132
126,132
127,132
128,132
129,132
130,132
131,132
132,132
133,132
134,132
135,132
136,132
137,132
138,132
139,132
140,132
141,132
142,132
143,132
144,132
145,132
146,132
147,132
148,132
149,132
1,799999481
2,699999745
3,699999736
4,399999410
5,311
6,303
7,280
8,200
9,200
10,200
11,196
12,196
13,190
14,190
15,190
16,150
17,150
18,150
19,150
20,150
21,133
22,133
23,133
24,133
25,133
26,133
27,133
28,133
29,133
30,133
31,133
32,133
33,133
34,133
35,133
36,133
37,133
38,133
39,133
40,133
41,133
42,133
43,133
44,133
45,133
46,133
47,133
48,133
49,133
50,133
51,133
52,133
53,133
54,133
55,133
56,133
57,133
58,133
59,133
60,133
61,133
62,133
63,133
64,133
65,133
66,133
67,133
68,133
69,133
70,133
71,133
72,133
73,133
74,133
75,133
76,133
77,133
78,133
79,133
80,133
81,133
82,133
83,133
84,133
85,133
86,133
87,133
88,133
89,133
90,133
91,133
92,133
93,133
94,133
95,133
96,133
97,133
98,133
99,122
100,122
101,122
102,122
103,122
104,122
105,122
106,122
107,122
108,122
109,122
110,122
111,122
112,122
113,122
114,122
115,122
116,122
117,122
118,122
119,122
120,122
121,122
122,122
123,122
124,122
125,122
126,122
127,122
128,122
129,122
130,122
131,121
132,121
133,121
134,121
135,121
136,121
137,121
138,121
139,121
140,121
141,121
142,121
143,121
144,121
145,121
146,121
147,121
148,121
149,121
1,699999396
2,499999587
3,559
4,276
5,276
6,276
7,276
8,276
9,224
10,224
11,224
12,224
13,194
14,194
15,191
16,191
17,191
18,158
19,158
20,158
21,158
22,158
23,158
24,158
25,158
26,158
27,158
28,158
29,158
30,158
31,158
32,158
33,154
34,154
35,154
36,154
37,154
38,148
39,148
40,148
41,148
42,148
43,148
44,148
45,148
46,148
47,148
48,148
49,148
50,148
51,148
52,148
53,148
54,148
55,148
56,148
57,148
58,148
59,148
60,148
61,148
62,148
63,148
64,148
65,148
66,148
67,147
68,147
69,133
70,133
71,133
72,133
73,133
74,133
75,133
76,133
77,133
78,133
79,133
80,133
81,133
82,133
83,133
84,133
85,133
86,133
87,133
88,133
89,133
90,133
91,122
92,122
93,122
94,122
95,122
96,122
97,122
98,122
99,122
100,122
101,122
102,122
103,122
104,122
105,122
106,122
107,122
108,122
109,122
110,122
111,122
112,122
113,122
114,122
115,122
116,122
117,122
118,122
119,122
120,122
121,122
122,122
123,122
124,122
125,122
126,122
127,122
128,122
129,122
130,122
131,122
132,122
133,122
134,122
135,122
136,122
137,122
138,122
139,122
140,122
141,122
142,122
143,122
144,122
145,122
146,122
147,122
148,122
149,122
1,699999888
2,699999760
3,699999520
4,399999645
5,399999533
6,301
7,244
8,244
9,244
10,224
11,224
12,223
13,189
14,189
15,189
16,189
17,189
18,187
19,187
20,187
21,175
22,175
23,175
24,175
25,175
26,175
27,175
28,175
29,175
30,140
31,140
32,140
33,140
34,140
35,140
36,140
37,140
38,140
39,140
40,140
41,140
42,140
43,140
44,140
45,140
46,140
47,140
48,140
49,140
50,140
51,140
52,140
53,140
54,140
55,140
56,140
57,140
58,140
59,140
60,140
61,140
62,140
63,140
64,140
65,140
66,140
67,140
68,140
69,140
70,140
71,140
72,140
73,140
74,140
75,140
76,140
77,140
78,140
79,140
80,140
81,140
82,140
83,140
84,140
85,140
86,140
87,140
88,140
89,140
90,140
91,140
92,140
93,140
94,140
95,140
96,140
97,140
98,140
99,140
100,140
101,140
102,140
103,140
104,140
105,140
106,140
107,140
108,140
109,140
110,140
111,140
112,140
113,140
114,140
115,140
116,140
117,140
118,140
119,140
120,140
121,140
122,140
123,140
124,140
125,140
126,140
127,140
128,140
129,140
130,140
131,140
132,140
133,140
134,140
135,140
136,140
137,140
138,140
139,140
140,140
141,140
142,140
143,140
144,140
145,140
146,140
147,140
148,140
149,140
1,699999690
2,699999690
3,699999690
4,399999737
5,399999737
6,399999737
7,399999737
8,230
9,230
10,230
11,156
12,156
13,156
14,156
15,156
16,156
17,156
18,156
19,154
20,154
21,154
22,154
23,154
24,154
25,154
26,154
27,154
28,154
29,154
30,154
31,154
32,154
33,154
34,154
35,154
36,154
37,154
38,154
39,154
40,154
41,154
42,154
43,154
44,154
45,154
46,154
47,154
48,154
49,154
50,154
51,154
52,154
53,154
54,154
55,154
56,154
57,154
58,139
59,139
60,139
61,139
62,139
63,139
64,139
65,139
66,139
67,139
68,139
69,139
70,139
71,139
72,139
73,139
74,139
75,139
76,139
77,139
78,139
79,139
80,139
81,139
82,139
83,139
84,139
85,139
86,139
87,133
88,133
89,133
90,133
91,133
92,133
93,133
94,133
95,133
96,133
97,133
98,133
99,133
100,133
101,133
102,133
103,133
104,133
105,133
106,133
107,133
108,133
109,133
110,133
111,133
112,133
113,125
114,125
115,125
116,125
117,125
118,125
119,125
120,125
121,125
122,125
123,125
124,125
125,125
126,125
127,125
128,125
129,125
130,125
131,125
132,125
133,125
134,125
135,125
136,125
137,125
138,125
139,125
140,125
141,125
142,125
143,125
144,125
145,125
146,125
147,125
148,125
149,125
1,799999434
2,699999641
3,399999654
4,399999654
5,451
6,451
7,333
8,333
9,333
10,333
11,333
12,333
13,293
14,293
15,293
16,293
17,293
18,293
19,293
20,293
21,293
22,293
23,293
24,293
25,293
26,293
27,293
28,293
29,293
30,293
31,293
32,293
33,293
34,283
35,283
36,283
37,264
38,264
39,264
40,201
41,201
42,201
43,201
44,201
45,201
46,201
47,201
48,201
49,201
50,201
51,201
52,201
53,201
54,201
55,201
56,201
57,201
58,201
59,201
60,201
61,201
62,201
63,186
64,186
65,186
66,186
67,186
68,186
69,186
70,186
71,186
72,186
73,186
74,186
75,186
76,186
77,186
78,186
79,186
80,186
81,186
82,186
83,186
84,186
85,186
86,186
87,186
88,186
89,186
90,186
91,186
92,186
93,186
94,186
95,186
96,186
97,186
98,186
99,186
100,186
101,186
102,186
103,186
104,186
105,186
106,186
107,186
108,186
109,186
110,186
111,186
112,186
113,186
114,186
115,186
116,186
117,186
118,186
119,186
120,186
121,186
122,186
123,186
124,186
125,186
126,186
127,186
128,186
129,186
130,186
131,186
132,186
133,186
134,186
135,186
136,186
137,186
138,186
139,186
140,163
141,163
142,163
143,163
144,163
145,163
146,163
147,163
148,163
149,163
1,799999387
2,699999533
3,499999392
4,499999385
5,252
6,166
7,166
8,166
9,166
10,166
11,166
12,166
13,140
14,140
15,140
16,140
17,140
18,140
19,140
20,140
21,140
22,140
23,140
24,140
25,140
26,140
27,140
28,140
29,140
30,140
31,140
32,140
33,140
34,140
35,140
36,140
37,140
38,140
39,140
40,140
41,140
42,140
43,140
44,140
45,140
46,140
47,140
48,140
49,140
50,140
51,140
52,140
53,140
54,140
55,140
56,140
57,140
58,140
59,140
60,140
61,140
62,140
63,140
64,140
65,140
66,140
67,140
68,140
69,140
70,140
71,140
72,140
73,140
74,140
75,140
76,140
77,140
78,140
79,140
80,140
81,140
82,140
83,140
84,140
85,140
86,140
87,140
88,140
89,140
90,140
91,140
92,140
93,140
94,140
95,140
96,140
97,140
98,140
99,140
100,140
101,140
102,140
103,140
104,140
105,140
106,140
107,140
108,140
109,140
110,140
111,140
112,140
113,140
114,140
115,140
116,140
117,140
118,140
119,140
120,140
121,140
122,140
123,140
124,140
125,140
126,140
127,140
128,140
129,140
130,140
131,140
132,140
133,140
